x,y,z
-1.10008452044945,-0.0188926919156168,0.278653388973836
-1.05101701003647,-0.0446602683139086,0.283921064867196
-1.00455056913266,-0.049462829926232,0.290554512029909
-0.951502452171581,-0.0405409723732314,0.300101724123474
-0.901106786863766,-0.0501430828330623,0.303625518903557
-0.853851416832814,-0.0445634490391111,0.309901405897053
-0.801003550470473,-0.0455930900876226,0.315080687811266
-0.751699606941325,-0.0425284984973113,0.320600726033176
-0.707341694140278,-0.0425109107810987,0.324565267134184
-0.656715943663948,-0.0470623701843064,0.324566522724965
-0.610712817347766,-0.0557558848951622,0.325377765380785
-0.557927800988891,-0.0432404159928888,0.325784943483256
-0.51243171430174,-0.0414102639560626,0.325037342833917
-0.466213400677575,-0.0405378876318639,0.322778845000612
-0.418325247180542,-0.0405451738263848,0.319850707899102
-0.371427935316091,-0.0416015793316727,0.317834428824426
-0.327834138983633,-0.0506258232891944,0.313614557515584
-0.278477252935274,-0.038165121264546,0.310165333412254
-0.234480155466157,-0.0380986483852777,0.30255382618087
-0.18738813684406,-0.0340549080536232,0.2970561533681
-0.14426058485757,-0.024712152947846,0.288930373623609
-0.101016706667672,-0.0328790282260233,0.281933541316975
-0.0584258202528946,-0.0222187600330828,0.274901879284038
-0.0183500199210607,-0.0331952482470568,0.268098319573094
0.0292125868451401,-0.0233758837086578,0.254925182685098
0.0738569371538158,-0.0110786810168659,0.243833992994918
0.118964219417981,0.00179089015658699,0.231141767983918
0.158892089964612,0.00392494417447945,0.218734351774522
0.201001072594345,0.00432359951683322,0.206116242773387
0.244378552984564,0.0123141103538806,0.193007403070513
0.284565756257064,0.0127342900470034,0.178224989904778
0.329165420991096,0.0225798268607174,0.161788114581123
0.366365145234264,0.036423111607648,0.143488439465004
0.408828134349807,0.0346303977493821,0.133689784465863
0.448458839208893,0.0447312231001041,0.109320924589153
0.489537984574795,0.0322047949459646,0.0948746942115097
0.528000930204526,0.0451053147230675,0.0752787673150151
0.569639366567302,0.0585589553810052,0.0547883130217193
0.607860644447162,0.046232909209347,0.0395314103252765
0.657914988145929,0.0508784845028287,0.0551523170688129
0.699905985447791,0.0438683918028563,0.0766253790076282
0.746612828516832,0.0496977251076315,0.0972052223076372
0.789303353856507,0.0568675446149416,0.114770601797629
0.835955274359095,0.0572429873716326,0.130874479005266
0.880514487766578,0.0610119769204791,0.149745307155615
0.922924901591206,0.0662524382260106,0.166697168165643
0.967447309208707,0.0698147967626828,0.178402076540038
1.01042776451209,0.072446809866282,0.19452728734834
1.05002444452751,0.0777114963532012,0.205510019501641
1.09735380074726,0.0753653591625375,0.223982519332301
1.13454935694192,0.0750591567272672,0.228761457146465
1.18252035625423,0.0879134367434236,0.235913180762561
1.22048938001316,0.0808307725447158,0.244955393581726
1.26108204659906,0.0814141966755015,0.256040870078317
1.3047907688494,0.0853074149333512,0.262918586051771
1.35611855795201,0.101279455384171,0.267444156400831
1.38924943851648,0.0971536775708833,0.275961797053898
1.4331498939282,0.0886383651501999,0.283609342120811
1.46883594257079,0.0985109687294709,0.28169857378256
1.51493216825389,0.101872061041816,0.28435887066853
1.54114845533848,0.0890132940260906,0.289346573837375
1.5887467235691,0.0985005317962294,0.294021943049877
1.63836036245512,0.11563314312475,0.291233762392871
1.6744368073213,0.104249064930338,0.291267655721964
1.72381272114861,0.114921584728802,0.294251644265414
1.75051181970392,0.10510785931617,0.288059060751743
1.79808743707554,0.113248820120687,0.285484295772694
1.82195253391729,0.0959810422836248,0.28243669252195
1.86404014761845,0.102029851896682,0.280985193157689
1.90739844997508,0.107542758156344,0.276084528680788
1.95156279099527,0.114118749650786,0.270934934664805
1.98617203390447,0.105296595568767,0.26909284309197
2.02521771271283,0.111315750572273,0.260386554355819
2.05794047035933,0.102058016032653,0.250934192637047
2.12355276308732,0.123060328277955,0.245935426358641
2.1586165387054,0.113542131203558,0.236680158128766
2.19699493038059,0.116900095717015,0.227215913160883
2.23721200277525,0.10189616003043,0.223103825144622
