x,y,z
-1.08278307886282,-0.00676748131619679,0.281308553820721
-1.04615298331821,-0.0111595001783367,0.289893163484925
-0.999620184772873,-0.00329068168440264,0.300560461768522
-0.955537812344399,-0.00390231812209378,0.312087538482145
-0.907227531920684,-0.0101861129969764,0.318397955351251
-0.861188216062532,-0.00686402037085706,0.326124948742835
-0.814946953275297,-0.0110530511256598,0.334515662317039
-0.777145146920505,-0.0102966151474682,0.339251178522813
-0.7334146871108,-0.00806521739409479,0.341489223987018
-0.688481534073916,-0.0154910599264713,0.348045186837922
-0.647625237619953,-0.00870786773440383,0.354120341959643
-0.604053988164972,-0.0207738810839119,0.357213310619877
-0.561133308519993,-0.0175512985724895,0.358875595764494
-0.521519178008746,-0.0194132454325748,0.36039258313213
-0.479415145300346,-0.0241292222238938,0.36420389312886
-0.438685414243424,-0.0226200844125395,0.362036069630689
-0.397413242525784,-0.0189775873641168,0.363380739924099
-0.355097649272809,-0.0218756852767369,0.361945066991092
-0.315643376758659,-0.0195668141126579,0.362680144901354
-0.278021933513107,-0.021218542805128,0.360498187327354
-0.23338741265261,-0.0231165421907365,0.357075416661131
-0.193132386637585,-0.0227520181304719,0.35307423826331
-0.152127349120907,-0.0231882193231701,0.349869569233139
-0.111945477268383,-0.0165432714793495,0.345789272784448
-0.0709489077301549,-0.0188162749264515,0.340860345809911
-0.0356380412005782,-0.00515023961311082,0.333170573812577
0.00652090777546132,-0.00424057488151967,0.327197915194087
0.0461807020142986,-0.00488005327370337,0.320071467884047
0.0818217234620131,-0.00392847422438776,0.313255030083235
0.12113777711393,-0.001689104089955,0.304151382288894
0.160573603409695,0.0108583052420158,0.296868841914147
0.197811499412105,0.0152369573516618,0.286094474376931
0.234486801362898,0.0208367029974289,0.275611417685716
0.272944410416114,0.0264835348275884,0.265881947895509
0.310188804142518,0.0300971450360599,0.253402457532232
0.349562995810999,0.0348232264447486,0.241218374652557
0.382796364798111,0.0419188187882687,0.230604118506036
0.421610293698442,0.0570084477617933,0.215487047539405
0.453056231687468,0.0468451079603274,0.203889139907791
0.491975445649572,0.0670539445793853,0.18953931704402
0.531687666194424,0.0718607231831763,0.173458640254253
0.566192503978814,0.0787682668275122,0.158645569378466
0.602468417786178,0.0883254514116298,0.142631279448846
0.638815375628926,0.0816910001647864,0.121246494962148
0.673623990095759,0.0993363580302504,0.104207173346257
0.707004301003319,0.0988193300469656,0.0866174778309569
0.744338300380565,0.109217461755216,0.0681423803384923
0.780158072963297,0.121696713209233,0.0463227696622509
0.811565454248691,0.131855899275427,0.0430286943981181
0.837557413544301,0.138871125726216,0.0598154016033262
0.862617455493058,0.146871266462471,0.0778941218153153
0.884636563247101,0.152140645324422,0.0945697161757267
0.910538023913062,0.158263690415037,0.1147510180237
0.934701718851643,0.161370010673971,0.129644292532324
0.957511679456986,0.16954836353919,0.145801510780676
0.982218422293311,0.172394662586749,0.158620596285938
1.00429330581642,0.178047899423613,0.171562753545297
1.0292408166465,0.181794583553942,0.185976401714791
1.05311538397404,0.188547124065912,0.197473191535834
1.07747607514167,0.193587713779546,0.211162376507071
1.10127028807538,0.202581713395999,0.220035058659202
1.12546212147671,0.211431374680332,0.231142592533954
1.14614267792853,0.213793583909438,0.23919083117823
1.16883752236098,0.220384880305325,0.247796143144386
